id,medicineId,pharmacyId,avgDailySales,avgWeeklySales,avgMonthlySales,medianDailySales,peakMonth,lowMonth,peakDayOfWeek,dataPoints,firstSaleDate,lastSaleDate,daysSinceLastSale,lastCalculated
pattern_med_391_pharm_4,med_391,pharm_4,5.93,23.49,101.14,6.0,12,2,1,614,2022-01-12,2024-12-28,332,2025-11-26 13:12:20
pattern_med_391_pharm_5,med_391,pharm_5,5.93,23.49,101.14,6.0,12,2,1,614,2022-01-12,2024-12-28,332,2025-11-26 13:12:20
pattern_med_392_pharm_1,med_392,pharm_1,7.41,34.61,149.03,7.0,4,10,0,724,2022-01-08,2024-12-19,341,2025-11-26 13:12:20
pattern_med_392_pharm_2,med_392,pharm_2,7.41,34.61,149.03,7.0,4,10,0,724,2022-01-08,2024-12-19,341,2025-11-26 13:12:20
pattern_med_392_pharm_3,med_392,pharm_3,7.41,34.61,149.03,7.0,4,10,0,724,2022-01-08,2024-12-19,341,2025-11-26 13:12:21
pattern_med_392_pharm_4,med_392,pharm_4,7.41,34.61,149.03,7.0,4,10,0,724,2022-01-08,2024-12-19,341,2025-11-26 13:12:21
pattern_med_392_pharm_5,med_392,pharm_5,7.41,34.61,149.03,7.0,4,10,0,724,2022-01-08,2024-12-19,341,2025-11-26 13:12:21
pattern_med_393_pharm_1,med_393,pharm_1,4.78,21.07,91.31,4.0,11,12,0,687,2022-01-03,2024-12-29,332,2025-11-26 13:12:21
pattern_med_393_pharm_2,med_393,pharm_2,4.78,21.07,91.31,4.0,11,12,0,687,2022-01-03,2024-12-29,332,2025-11-26 13:12:22
pattern_med_393_pharm_3,med_393,pharm_3,4.78,21.07,91.31,4.0,11,12,0,687,2022-01-03,2024-12-29,332,2025-11-26 13:12:22
pattern_med_393_pharm_4,med_393,pharm_4,4.78,21.07,91.31,4.0,11,12,0,687,2022-01-03,2024-12-29,332,2025-11-26 13:12:22
pattern_med_393_pharm_5,med_393,pharm_5,4.78,21.07,91.31,4.0,11,12,0,687,2022-01-03,2024-12-29,332,2025-11-26 13:12:22
pattern_med_394_pharm_1,med_394,pharm_1,7.44,33.37,145.53,7.0,2,4,3,704,2022-01-02,2024-12-26,334,2025-11-26 13:12:23
pattern_med_394_pharm_2,med_394,pharm_2,7.44,33.37,145.53,7.0,2,4,3,704,2022-01-02,2024-12-26,334,2025-11-26 13:12:23
pattern_med_394_pharm_3,med_394,pharm_3,7.44,33.37,145.53,7.0,2,4,3,704,2022-01-02,2024-12-26,334,2025-11-26 13:12:23
pattern_med_394_pharm_4,med_394,pharm_4,7.44,33.37,145.53,7.0,2,4,3,704,2022-01-02,2024-12-26,334,2025-11-26 13:12:23
pattern_med_394_pharm_5,med_394,pharm_5,7.44,33.37,145.53,7.0,2,4,3,704,2022-01-02,2024-12-26,334,2025-11-26 13:12:24
pattern_med_395_pharm_1,med_395,pharm_1,7.11,27.46,119.75,7.0,10,3,0,606,2022-01-02,2024-12-28,332,2025-11-26 13:12:24
pattern_med_395_pharm_2,med_395,pharm_2,7.11,27.46,119.75,7.0,10,3,0,606,2022-01-02,2024-12-28,332,2025-11-26 13:12:24
pattern_med_395_pharm_3,med_395,pharm_3,7.11,27.46,119.75,7.0,10,3,0,606,2022-01-02,2024-12-28,332,2025-11-26 13:12:25
pattern_med_395_pharm_4,med_395,pharm_4,7.11,27.46,119.75,7.0,10,3,0,606,2022-01-02,2024-12-28,332,2025-11-26 13:12:25
pattern_med_395_pharm_5,med_395,pharm_5,7.11,27.46,119.75,7.0,10,3,0,606,2022-01-02,2024-12-28,332,2025-11-26 13:12:25
pattern_med_396_pharm_1,med_396,pharm_1,4.97,20.15,87.31,5.0,12,9,0,632,2022-01-06,2024-12-25,335,2025-11-26 13:12:26
pattern_med_396_pharm_2,med_396,pharm_2,4.97,20.15,87.31,5.0,12,9,0,632,2022-01-06,2024-12-25,335,2025-11-26 13:12:26
pattern_med_396_pharm_3,med_396,pharm_3,4.97,20.15,87.31,5.0,12,9,0,632,2022-01-06,2024-12-25,335,2025-11-26 13:12:27
pattern_med_396_pharm_4,med_396,pharm_4,4.97,20.15,87.31,5.0,12,9,0,632,2022-01-06,2024-12-25,335,2025-11-26 13:12:27
pattern_med_396_pharm_5,med_396,pharm_5,4.97,20.15,87.31,5.0,12,9,0,632,2022-01-06,2024-12-25,335,2025-11-26 13:12:27
pattern_med_397_pharm_1,med_397,pharm_1,4.26,17.2,75.03,4.0,8,2,0,634,2022-01-04,2024-12-31,330,2025-11-26 13:12:28
pattern_med_397_pharm_2,med_397,pharm_2,4.26,17.2,75.03,4.0,8,2,0,634,2022-01-04,2024-12-31,330,2025-11-26 13:12:28
pattern_med_397_pharm_3,med_397,pharm_3,4.26,17.2,75.03,4.0,8,2,0,634,2022-01-04,2024-12-31,330,2025-11-26 13:12:28
pattern_med_397_pharm_4,med_397,pharm_4,4.26,17.2,75.03,4.0,8,2,0,634,2022-01-04,2024-12-31,330,2025-11-26 13:12:28
pattern_med_397_pharm_5,med_397,pharm_5,4.26,17.2,75.03,4.0,8,2,0,634,2022-01-04,2024-12-31,330,2025-11-26 13:12:29
pattern_med_398_pharm_1,med_398,pharm_1,4.89,17.75,76.44,5.0,6,9,4,563,2022-01-12,2024-12-28,332,2025-11-26 13:12:29
pattern_med_398_pharm_2,med_398,pharm_2,4.89,17.75,76.44,5.0,6,9,4,563,2022-01-12,2024-12-28,332,2025-11-26 13:12:29
pattern_med_398_pharm_3,med_398,pharm_3,4.89,17.75,76.44,5.0,6,9,4,563,2022-01-12,2024-12-28,332,2025-11-26 13:12:29
pattern_med_398_pharm_4,med_398,pharm_4,4.89,17.75,76.44,5.0,6,9,4,563,2022-01-12,2024-12-28,332,2025-11-26 13:12:29
pattern_med_398_pharm_5,med_398,pharm_5,4.89,17.75,76.44,5.0,6,9,4,563,2022-01-12,2024-12-28,332,2025-11-26 13:12:30
pattern_med_399_pharm_1,med_399,pharm_1,6.14,24.76,107.28,6.0,11,1,2,629,2022-01-06,2024-12-25,335,2025-11-26 13:12:30
pattern_med_399_pharm_2,med_399,pharm_2,6.14,24.76,107.28,6.0,11,1,2,629,2022-01-06,2024-12-25,335,2025-11-26 13:12:30
pattern_med_399_pharm_3,med_399,pharm_3,6.14,24.76,107.28,6.0,11,1,2,629,2022-01-06,2024-12-25,335,2025-11-26 13:12:30
pattern_med_399_pharm_4,med_399,pharm_4,6.14,24.76,107.28,6.0,11,1,2,629,2022-01-06,2024-12-25,335,2025-11-26 13:12:31
pattern_med_399_pharm_5,med_399,pharm_5,6.14,24.76,107.28,6.0,11,1,2,629,2022-01-06,2024-12-25,335,2025-11-26 13:12:31
pattern_med_400_pharm_1,med_400,pharm_1,6.19,23.21,101.22,5.0,2,7,0,589,2022-01-01,2024-12-28,332,2025-11-26 13:12:31
pattern_med_400_pharm_2,med_400,pharm_2,6.19,23.21,101.22,5.0,2,7,0,589,2022-01-01,2024-12-28,332,2025-11-26 13:12:31
pattern_med_400_pharm_3,med_400,pharm_3,6.19,23.21,101.22,5.0,2,7,0,589,2022-01-01,2024-12-28,332,2025-11-26 13:12:32
pattern_med_400_pharm_4,med_400,pharm_4,6.19,23.21,101.22,5.0,2,7,0,589,2022-01-01,2024-12-28,332,2025-11-26 13:12:32
pattern_med_400_pharm_5,med_400,pharm_5,6.19,23.21,101.22,5.0,2,7,0,589,2022-01-01,2024-12-28,332,2025-11-26 13:12:32
pattern_med_401_pharm_1,med_401,pharm_1,4.72,20.08,87.58,4.0,9,8,0,668,2022-01-01,2024-12-27,333,2025-11-26 13:12:32
pattern_med_401_pharm_2,med_401,pharm_2,4.72,20.08,87.58,4.0,9,8,0,668,2022-01-01,2024-12-27,333,2025-11-26 13:12:33
pattern_med_401_pharm_3,med_401,pharm_3,4.72,20.08,87.58,4.0,9,8,0,668,2022-01-01,2024-12-27,333,2025-11-26 13:12:33
pattern_med_401_pharm_4,med_401,pharm_4,4.72,20.08,87.58,4.0,9,8,0,668,2022-01-01,2024-12-27,333,2025-11-26 13:12:33
pattern_med_401_pharm_5,med_401,pharm_5,4.72,20.08,87.58,4.0,9,8,0,668,2022-01-01,2024-12-27,333,2025-11-26 13:12:33
pattern_med_402_pharm_1,med_402,pharm_1,5.56,21.02,91.67,5.0,12,2,0,594,2022-01-06,2024-12-30,330,2025-11-26 13:12:33
pattern_med_402_pharm_2,med_402,pharm_2,5.56,21.02,91.67,5.0,12,2,0,594,2022-01-06,2024-12-30,330,2025-11-26 13:12:34
pattern_med_402_pharm_3,med_402,pharm_3,5.56,21.02,91.67,5.0,12,2,0,594,2022-01-06,2024-12-30,330,2025-11-26 13:12:34
pattern_med_402_pharm_4,med_402,pharm_4,5.56,21.02,91.67,5.0,12,2,0,594,2022-01-06,2024-12-30,330,2025-11-26 13:12:34
pattern_med_402_pharm_5,med_402,pharm_5,5.56,21.02,91.67,5.0,12,2,0,594,2022-01-06,2024-12-30,330,2025-11-26 13:12:34
pattern_med_403_pharm_1,med_403,pharm_1,5.32,20.1,87.08,4.0,4,7,1,589,2022-01-03,2024-12-29,332,2025-11-26 13:12:35
pattern_med_403_pharm_2,med_403,pharm_2,5.32,20.1,87.08,4.0,4,7,1,589,2022-01-03,2024-12-29,332,2025-11-26 13:12:35
pattern_med_403_pharm_3,med_403,pharm_3,5.32,20.1,87.08,4.0,4,7,1,589,2022-01-03,2024-12-29,332,2025-11-26 13:12:35
pattern_med_403_pharm_4,med_403,pharm_4,5.32,20.1,87.08,4.0,4,7,1,589,2022-01-03,2024-12-29,332,2025-11-26 13:12:35
pattern_med_403_pharm_5,med_403,pharm_5,5.32,20.1,87.08,4.0,4,7,1,589,2022-01-03,2024-12-29,332,2025-11-26 13:12:36
pattern_med_404_pharm_1,med_404,pharm_1,6.18,25.46,110.31,6.0,5,9,2,643,2022-01-08,2024-12-27,333,2025-11-26 13:12:36
pattern_med_404_pharm_2,med_404,pharm_2,6.18,25.46,110.31,6.0,5,9,2,643,2022-01-08,2024-12-27,333,2025-11-26 13:12:36
pattern_med_404_pharm_3,med_404,pharm_3,6.18,25.46,110.31,6.0,5,9,2,643,2022-01-08,2024-12-27,333,2025-11-26 13:12:36
pattern_med_404_pharm_4,med_404,pharm_4,6.18,25.46,110.31,6.0,5,9,2,643,2022-01-08,2024-12-27,333,2025-11-26 13:12:37
pattern_med_404_pharm_5,med_404,pharm_5,6.18,25.46,110.31,6.0,5,9,2,643,2022-01-08,2024-12-27,333,2025-11-26 13:12:37
pattern_med_405_pharm_1,med_405,pharm_1,6.42,23.62,102.33,6.0,10,1,4,574,2022-01-04,2024-12-28,332,2025-11-26 13:12:37
pattern_med_405_pharm_2,med_405,pharm_2,6.42,23.62,102.33,6.0,10,1,4,574,2022-01-04,2024-12-28,332,2025-11-26 13:12:37
pattern_med_405_pharm_3,med_405,pharm_3,6.42,23.62,102.33,6.0,10,1,4,574,2022-01-04,2024-12-28,332,2025-11-26 13:12:38
pattern_med_405_pharm_4,med_405,pharm_4,6.42,23.62,102.33,6.0,10,1,4,574,2022-01-04,2024-12-28,332,2025-11-26 13:12:38
pattern_med_405_pharm_5,med_405,pharm_5,6.42,23.62,102.33,6.0,10,1,4,574,2022-01-04,2024-12-28,332,2025-11-26 13:12:38
pattern_med_406_pharm_1,med_406,pharm_1,4.05,14.11,61.56,4.0,2,5,3,547,2022-01-02,2024-12-29,331,2025-11-26 13:12:39
pattern_med_406_pharm_2,med_406,pharm_2,4.05,14.11,61.56,4.0,2,5,3,547,2022-01-02,2024-12-29,331,2025-11-26 13:12:39
pattern_med_406_pharm_3,med_406,pharm_3,4.05,14.11,61.56,4.0,2,5,3,547,2022-01-02,2024-12-29,331,2025-11-26 13:12:39
pattern_med_406_pharm_4,med_406,pharm_4,4.05,14.11,61.56,4.0,2,5,3,547,2022-01-02,2024-12-29,331,2025-11-26 13:12:40
pattern_med_406_pharm_5,med_406,pharm_5,4.05,14.11,61.56,4.0,2,5,3,547,2022-01-02,2024-12-29,331,2025-11-26 13:12:40
pattern_med_407_pharm_1,med_407,pharm_1,5.6,19.4,83.53,5.0,3,10,3,537,2022-01-10,2024-12-27,333,2025-11-26 13:12:40
pattern_med_407_pharm_2,med_407,pharm_2,5.6,19.4,83.53,5.0,3,10,3,537,2022-01-10,2024-12-27,333,2025-11-26 13:12:41
pattern_med_407_pharm_3,med_407,pharm_3,5.6,19.4,83.53,5.0,3,10,3,537,2022-01-10,2024-12-27,333,2025-11-26 13:12:41
pattern_med_407_pharm_4,med_407,pharm_4,5.6,19.4,83.53,5.0,3,10,3,537,2022-01-10,2024-12-27,333,2025-11-26 13:12:42
pattern_med_407_pharm_5,med_407,pharm_5,5.6,19.4,83.53,5.0,3,10,3,537,2022-01-10,2024-12-27,333,2025-11-26 13:12:42
pattern_med_408_pharm_1,med_408,pharm_1,6.11,25.9,112.94,6.0,6,5,0,666,2022-01-04,2024-12-30,330,2025-11-26 13:12:42
pattern_med_408_pharm_2,med_408,pharm_2,6.11,25.9,112.94,6.0,6,5,0,666,2022-01-04,2024-12-30,330,2025-11-26 13:12:42
pattern_med_408_pharm_3,med_408,pharm_3,6.11,25.9,112.94,6.0,6,5,0,666,2022-01-04,2024-12-30,330,2025-11-26 13:12:43
pattern_med_408_pharm_4,med_408,pharm_4,6.11,25.9,112.94,6.0,6,5,0,666,2022-01-04,2024-12-30,330,2025-11-26 13:12:43
pattern_med_408_pharm_5,med_408,pharm_5,6.11,25.9,112.94,6.0,6,5,0,666,2022-01-04,2024-12-30,330,2025-11-26 13:12:43
pattern_med_409_pharm_1,med_409,pharm_1,5.92,22.62,96.78,6.0,10,11,4,589,2022-01-21,2024-12-29,331,2025-11-26 13:12:43
pattern_med_409_pharm_2,med_409,pharm_2,5.92,22.62,96.78,6.0,10,11,4,589,2022-01-21,2024-12-29,331,2025-11-26 13:12:44
pattern_med_409_pharm_3,med_409,pharm_3,5.92,22.62,96.78,6.0,10,11,4,589,2022-01-21,2024-12-29,331,2025-11-26 13:12:44
pattern_med_409_pharm_4,med_409,pharm_4,5.92,22.62,96.78,6.0,10,11,4,589,2022-01-21,2024-12-29,331,2025-11-26 13:12:44
pattern_med_409_pharm_5,med_409,pharm_5,5.92,22.62,96.78,6.0,10,11,4,589,2022-01-21,2024-12-29,331,2025-11-26 13:12:44
pattern_med_410_pharm_1,med_410,pharm_1,6.11,24.92,108.67,5.0,4,11,0,640,2022-01-02,2024-12-29,331,2025-11-26 13:12:45
pattern_med_410_pharm_2,med_410,pharm_2,6.11,24.92,108.67,5.0,4,11,0,640,2022-01-02,2024-12-29,331,2025-11-26 13:12:45
pattern_med_410_pharm_3,med_410,pharm_3,6.11,24.92,108.67,5.0,4,11,0,640,2022-01-02,2024-12-29,331,2025-11-26 13:12:45
pattern_med_410_pharm_4,med_410,pharm_4,6.11,24.92,108.67,5.0,4,11,0,640,2022-01-02,2024-12-29,331,2025-11-26 13:12:45
pattern_med_410_pharm_5,med_410,pharm_5,6.11,24.92,108.67,5.0,4,11,0,640,2022-01-02,2024-12-29,331,2025-11-26 13:12:45
pattern_med_411_pharm_1,med_411,pharm_1,4.25,16.44,72.14,4.0,10,9,1,611,2022-01-01,2024-12-30,331,2025-11-26 13:12:46
pattern_med_411_pharm_2,med_411,pharm_2,4.25,16.44,72.14,4.0,10,9,1,611,2022-01-01,2024-12-30,331,2025-11-26 13:12:46
pattern_med_411_pharm_3,med_411,pharm_3,4.25,16.44,72.14,4.0,10,9,1,611,2022-01-01,2024-12-30,331,2025-11-26 13:12:46
pattern_med_411_pharm_4,med_411,pharm_4,4.25,16.44,72.14,4.0,10,9,1,611,2022-01-01,2024-12-30,331,2025-11-26 13:12:46
pattern_med_411_pharm_5,med_411,pharm_5,4.25,16.44,72.14,4.0,10,9,1,611,2022-01-01,2024-12-30,331,2025-11-26 13:12:47
pattern_med_412_pharm_1,med_412,pharm_1,5.65,21.7,94.64,5.0,10,9,1,603,2022-01-01,2024-12-24,336,2025-11-26 13:12:47
pattern_med_412_pharm_2,med_412,pharm_2,5.65,21.7,94.64,5.0,10,9,1,603,2022-01-01,2024-12-24,336,2025-11-26 13:12:47
pattern_med_412_pharm_3,med_412,pharm_3,5.65,21.7,94.64,5.0,10,9,1,603,2022-01-01,2024-12-24,336,2025-11-26 13:12:47
pattern_med_412_pharm_4,med_412,pharm_4,5.65,21.7,94.64,5.0,10,9,1,603,2022-01-01,2024-12-24,336,2025-11-26 13:12:48
pattern_med_412_pharm_5,med_412,pharm_5,5.65,21.7,94.64,5.0,10,9,1,603,2022-01-01,2024-12-24,336,2025-11-26 13:12:48
pattern_med_413_pharm_1,med_413,pharm_1,5.3,20.91,91.19,5.0,11,10,0,619,2022-01-01,2024-12-23,337,2025-11-26 13:12:48
pattern_med_413_pharm_2,med_413,pharm_2,5.3,20.91,91.19,5.0,11,10,0,619,2022-01-01,2024-12-23,337,2025-11-26 13:12:48
pattern_med_413_pharm_3,med_413,pharm_3,5.3,20.91,91.19,5.0,11,10,0,619,2022-01-01,2024-12-23,337,2025-11-26 13:12:49
pattern_med_413_pharm_4,med_413,pharm_4,5.3,20.91,91.19,5.0,11,10,0,619,2022-01-01,2024-12-23,337,2025-11-26 13:12:49
pattern_med_413_pharm_5,med_413,pharm_5,5.3,20.91,91.19,5.0,11,10,0,619,2022-01-01,2024-12-23,337,2025-11-26 13:12:49
pattern_med_414_pharm_1,med_414,pharm_1,4.09,16.34,70.81,4.0,3,2,0,623,2022-01-04,2024-12-29,331,2025-11-26 13:12:49
pattern_med_414_pharm_2,med_414,pharm_2,4.09,16.34,70.81,4.0,3,2,0,623,2022-01-04,2024-12-29,331,2025-11-26 13:12:50
pattern_med_414_pharm_3,med_414,pharm_3,4.09,16.34,70.81,4.0,3,2,0,623,2022-01-04,2024-12-29,331,2025-11-26 13:12:50
pattern_med_414_pharm_4,med_414,pharm_4,4.09,16.34,70.81,4.0,3,2,0,623,2022-01-04,2024-12-29,331,2025-11-26 13:12:50
pattern_med_414_pharm_5,med_414,pharm_5,4.09,16.34,70.81,4.0,3,2,0,623,2022-01-04,2024-12-29,331,2025-11-26 13:12:50
pattern_med_415_pharm_1,med_415,pharm_1,5.53,22.26,96.47,5.0,9,5,4,628,2022-01-09,2024-12-27,333,2025-11-26 13:12:50
pattern_med_415_pharm_2,med_415,pharm_2,5.53,22.26,96.47,5.0,9,5,4,628,2022-01-09,2024-12-27,333,2025-11-26 13:12:51
pattern_med_415_pharm_3,med_415,pharm_3,5.53,22.26,96.47,5.0,9,5,4,628,2022-01-09,2024-12-27,333,2025-11-26 13:12:51
pattern_med_415_pharm_4,med_415,pharm_4,5.53,22.26,96.47,5.0,9,5,4,628,2022-01-09,2024-12-27,333,2025-11-26 13:12:51
pattern_med_415_pharm_5,med_415,pharm_5,5.53,22.26,96.47,5.0,9,5,4,628,2022-01-09,2024-12-27,333,2025-11-26 13:12:51
pattern_med_416_pharm_1,med_416,pharm_1,5.47,20.65,89.47,5.0,3,5,1,589,2022-01-05,2024-12-27,333,2025-11-26 13:12:52
pattern_med_416_pharm_2,med_416,pharm_2,5.47,20.65,89.47,5.0,3,5,1,589,2022-01-05,2024-12-27,333,2025-11-26 13:12:52
pattern_med_416_pharm_3,med_416,pharm_3,5.47,20.65,89.47,5.0,3,5,1,589,2022-01-05,2024-12-27,333,2025-11-26 13:12:52
pattern_med_416_pharm_4,med_416,pharm_4,5.47,20.65,89.47,5.0,3,5,1,589,2022-01-05,2024-12-27,333,2025-11-26 13:12:53
pattern_med_416_pharm_5,med_416,pharm_5,5.47,20.65,89.47,5.0,3,5,1,589,2022-01-05,2024-12-27,333,2025-11-26 13:12:53
pattern_med_417_pharm_1,med_417,pharm_1,6.6,25.97,114.0,6.0,2,10,3,622,2022-01-02,2024-12-30,331,2025-11-26 13:12:53
pattern_med_417_pharm_2,med_417,pharm_2,6.6,25.97,114.0,6.0,2,10,3,622,2022-01-02,2024-12-30,331,2025-11-26 13:12:54
pattern_med_417_pharm_3,med_417,pharm_3,6.6,25.97,114.0,6.0,2,10,3,622,2022-01-02,2024-12-30,331,2025-11-26 13:12:54
pattern_med_417_pharm_4,med_417,pharm_4,6.6,25.97,114.0,6.0,2,10,3,622,2022-01-02,2024-12-30,331,2025-11-26 13:12:55
pattern_med_417_pharm_5,med_417,pharm_5,6.6,25.97,114.0,6.0,2,10,3,622,2022-01-02,2024-12-30,331,2025-11-26 13:12:55
pattern_med_418_pharm_1,med_418,pharm_1,5.03,18.97,82.22,4.0,12,5,1,589,2022-01-09,2024-12-29,332,2025-11-26 13:12:55
pattern_med_418_pharm_2,med_418,pharm_2,5.03,18.97,82.22,4.0,12,5,1,589,2022-01-09,2024-12-29,332,2025-11-26 13:12:56
pattern_med_418_pharm_3,med_418,pharm_3,5.03,18.97,82.22,4.0,12,5,1,589,2022-01-09,2024-12-29,332,2025-11-26 13:12:56
pattern_med_418_pharm_4,med_418,pharm_4,5.03,18.97,82.22,4.0,12,5,1,589,2022-01-09,2024-12-29,332,2025-11-26 13:12:56
pattern_med_418_pharm_5,med_418,pharm_5,5.03,18.97,82.22,4.0,12,5,1,589,2022-01-09,2024-12-29,332,2025-11-26 13:12:57
pattern_med_419_pharm_1,med_419,pharm_1,6.19,24.35,105.53,6.0,12,3,0,614,2022-01-02,2024-12-18,342,2025-11-26 13:12:57
pattern_med_419_pharm_2,med_419,pharm_2,6.19,24.35,105.53,6.0,12,3,0,614,2022-01-02,2024-12-18,342,2025-11-26 13:12:57
pattern_med_419_pharm_3,med_419,pharm_3,6.19,24.35,105.53,6.0,12,3,0,614,2022-01-02,2024-12-18,342,2025-11-26 13:12:57
pattern_med_419_pharm_4,med_419,pharm_4,6.19,24.35,105.53,6.0,12,3,0,614,2022-01-02,2024-12-18,342,2025-11-26 13:12:58
pattern_med_419_pharm_5,med_419,pharm_5,6.19,24.35,105.53,6.0,12,3,0,614,2022-01-02,2024-12-18,342,2025-11-26 13:12:58
pattern_med_420_pharm_1,med_420,pharm_1,1.83,7.83,33.92,2.0,11,1,1,668,2022-01-06,2024-12-27,333,2025-11-26 13:12:58
pattern_med_420_pharm_2,med_420,pharm_2,1.83,7.83,33.92,2.0,11,1,1,668,2022-01-06,2024-12-27,333,2025-11-26 13:12:58
pattern_med_420_pharm_3,med_420,pharm_3,1.83,7.83,33.92,2.0,11,1,1,668,2022-01-06,2024-12-27,333,2025-11-26 13:12:59
pattern_med_420_pharm_4,med_420,pharm_4,1.83,7.83,33.92,2.0,11,1,1,668,2022-01-06,2024-12-27,333,2025-11-26 13:12:59
pattern_med_420_pharm_5,med_420,pharm_5,1.83,7.83,33.92,2.0,11,1,1,668,2022-01-06,2024-12-27,333,2025-11-26 13:12:59
pattern_med_421_pharm_1,med_421,pharm_1,5.33,21.43,93.44,5.0,9,4,0,631,2022-01-06,2024-12-31,330,2025-11-26 13:12:59
pattern_med_421_pharm_2,med_421,pharm_2,5.33,21.43,93.44,5.0,9,4,0,631,2022-01-06,2024-12-31,330,2025-11-26 13:13:00
pattern_med_421_pharm_3,med_421,pharm_3,5.33,21.43,93.44,5.0,9,4,0,631,2022-01-06,2024-12-31,330,2025-11-26 13:13:00
pattern_med_421_pharm_4,med_421,pharm_4,5.33,21.43,93.44,5.0,9,4,0,631,2022-01-06,2024-12-31,330,2025-11-26 13:13:00
pattern_med_421_pharm_5,med_421,pharm_5,5.33,21.43,93.44,5.0,9,4,0,631,2022-01-06,2024-12-31,330,2025-11-26 13:13:00
pattern_med_422_pharm_1,med_422,pharm_1,5.0,19.01,82.36,5.0,5,9,0,593,2022-01-09,2024-12-28,332,2025-11-26 13:13:00
pattern_med_422_pharm_2,med_422,pharm_2,5.0,19.01,82.36,5.0,5,9,0,593,2022-01-09,2024-12-28,332,2025-11-26 13:13:01
pattern_med_422_pharm_3,med_422,pharm_3,5.0,19.01,82.36,5.0,5,9,0,593,2022-01-09,2024-12-28,332,2025-11-26 13:13:01
pattern_med_422_pharm_4,med_422,pharm_4,5.0,19.01,82.36,5.0,5,9,0,593,2022-01-09,2024-12-28,332,2025-11-26 13:13:01
pattern_med_422_pharm_5,med_422,pharm_5,5.0,19.01,82.36,5.0,5,9,0,593,2022-01-09,2024-12-28,332,2025-11-26 13:13:01
pattern_med_423_pharm_1,med_423,pharm_1,5.44,22.15,96.58,5.0,11,3,0,639,2022-01-02,2024-12-27,333,2025-11-26 13:13:02
pattern_med_423_pharm_2,med_423,pharm_2,5.44,22.15,96.58,5.0,11,3,0,639,2022-01-02,2024-12-27,333,2025-11-26 13:13:02
pattern_med_423_pharm_3,med_423,pharm_3,5.44,22.15,96.58,5.0,11,3,0,639,2022-01-02,2024-12-27,333,2025-11-26 13:13:02
pattern_med_423_pharm_4,med_423,pharm_4,5.44,22.15,96.58,5.0,11,3,0,639,2022-01-02,2024-12-27,333,2025-11-26 13:13:03
pattern_med_423_pharm_5,med_423,pharm_5,5.44,22.15,96.58,5.0,11,3,0,639,2022-01-02,2024-12-27,333,2025-11-26 13:13:03
pattern_med_424_pharm_1,med_424,pharm_1,7.08,28.09,121.72,7.0,9,10,0,619,2022-01-16,2024-12-31,329,2025-11-26 13:13:03
pattern_med_424_pharm_2,med_424,pharm_2,7.08,28.09,121.72,7.0,9,10,0,619,2022-01-16,2024-12-31,329,2025-11-26 13:13:03
pattern_med_424_pharm_3,med_424,pharm_3,7.08,28.09,121.72,7.0,9,10,0,619,2022-01-16,2024-12-31,329,2025-11-26 13:13:04
pattern_med_424_pharm_4,med_424,pharm_4,7.08,28.09,121.72,7.0,9,10,0,619,2022-01-16,2024-12-31,329,2025-11-26 13:13:04
pattern_med_424_pharm_5,med_424,pharm_5,7.08,28.09,121.72,7.0,9,10,0,619,2022-01-16,2024-12-31,329,2025-11-26 13:13:04
pattern_med_425_pharm_1,med_425,pharm_1,4.82,19.24,83.36,5.0,3,1,1,623,2022-01-06,2024-12-28,332,2025-11-26 13:13:04
pattern_med_425_pharm_2,med_425,pharm_2,4.82,19.24,83.36,5.0,3,1,1,623,2022-01-06,2024-12-28,332,2025-11-26 13:13:04
pattern_med_425_pharm_3,med_425,pharm_3,4.82,19.24,83.36,5.0,3,1,1,623,2022-01-06,2024-12-28,332,2025-11-26 13:13:05
pattern_med_425_pharm_4,med_425,pharm_4,4.82,19.24,83.36,5.0,3,1,1,623,2022-01-06,2024-12-28,332,2025-11-26 13:13:05
pattern_med_425_pharm_5,med_425,pharm_5,4.82,19.24,83.36,5.0,3,1,1,623,2022-01-06,2024-12-28,332,2025-11-26 13:13:05
pattern_med_426_pharm_1,med_426,pharm_1,6.78,23.08,100.0,6.0,10,12,0,531,2022-01-03,2024-12-23,338,2025-11-26 13:13:05
pattern_med_426_pharm_2,med_426,pharm_2,6.78,23.08,100.0,6.0,10,12,0,531,2022-01-03,2024-12-23,338,2025-11-26 13:13:06
pattern_med_426_pharm_3,med_426,pharm_3,6.78,23.08,100.0,6.0,10,12,0,531,2022-01-03,2024-12-23,338,2025-11-26 13:13:06
pattern_med_426_pharm_4,med_426,pharm_4,6.78,23.08,100.0,6.0,10,12,0,531,2022-01-03,2024-12-23,338,2025-11-26 13:13:06
pattern_med_426_pharm_5,med_426,pharm_5,6.78,23.08,100.0,6.0,10,12,0,531,2022-01-03,2024-12-23,338,2025-11-26 13:13:06
pattern_med_427_pharm_1,med_427,pharm_1,7.13,31.73,134.83,7.0,9,10,3,681,2022-01-23,2024-12-21,339,2025-11-26 13:13:07
pattern_med_427_pharm_2,med_427,pharm_2,7.13,31.73,134.83,7.0,9,10,3,681,2022-01-23,2024-12-21,339,2025-11-26 13:13:07
pattern_med_427_pharm_3,med_427,pharm_3,7.13,31.73,134.83,7.0,9,10,3,681,2022-01-23,2024-12-21,339,2025-11-26 13:13:07
